id,title,category,energy,fat,fatsat,fattrans,carbs,fiber,sugar,protein,cholesterol,sodium,calcium,iron,vitc,sugaradded,potassium,famu,fapu,magnesium,zinc,phosphorus,vita,thiamin,riboflavin,niacin,vitb6a,folate,folatefood,folac,vitb12,vitd,vite,vitk1,water,sugaralc,measures,density,healthLabels,cautionLabels
0acywzga,sardine canned in oil,genericFoods,208.0,11.45,1.528,,0.0,0.0,0.0,24.62,142.0,307.0,382.0,2.92,0.0,,397.0,3.869,5.148,39.0,1.31,490.0,32.0,0.08,0.227,5.245,0.167,10.0,10.0,0.0,8.94,4.8,2.04,2.6,59.61,,"{""oneMedium"":38.0,""oneSmall"":12.0,""can"":92.0,""cup"":149.0,""cubicInch"":16.0}",0.803,520092665,0
0awswi6b,beef flank steak,genericFoods,165.0,8.29,3.443,,0.0,0.0,0.0,21.22,68.0,54.0,27.0,1.55,0.0,,330.0,3.38,0.335,22.0,3.81,193.0,0.0,0.056,0.09,6.842,0.571,12.0,12.0,0.0,1.18,0.1,0.33,1.3,69.46,,"{""oneMedium"":202.0}",null,1056956401,0
0b5p8xnb,Passionfruit Ice-cream,genericMeals,196.995,12.052,7.61,0.0,21.517,1.253,16.729,2.329,67.938,34.277,47.602,0.524,4.69,9.927,183.75,3.191,0.539,16.152,0.295,62.964,119.929,0.029,0.11,0.333,0.13,13.339,13.339,0.0,0.173,0.453,0.375,1.019,58.151,,"{""oneMedium"":160.68,""serving"":160.68,""ml"":1.0}",1.0,113245804,78
0b75x9ba,roma tomato,genericFoods,18.0,0.2,0.028,,3.89,1.2,2.63,0.88,0.0,5.0,10.0,0.27,13.7,,237.0,0.031,0.083,11.0,0.17,24.0,42.0,0.037,0.019,0.594,0.08,15.0,15.0,0.0,0.0,0.0,0.54,7.9,94.52,,"{""oneMedium"":62.0,""serving"":75.0,""cup"":149.0}",0.63,939524095,0
0b8j8h4a,Beer Brisket,genericMeals,214.425,15.861,6.385,0.0,3.111,0.383,0.948,12.997,66.795,142.192,19.739,1.271,0.761,0.381,233.52,6.786,0.627,16.572,3.063,125.996,3.118,0.059,0.101,2.996,0.349,9.2,9.2,0.0,0.984,0.0,0.403,2.314,66.448,,"{""oneMedium"":203.21,""serving"":203.21,""ml"":1.0}",1.0,101703569,0
0bf38d2b,Taco Twists,genericMeals,230.101,13.857,5.887,0.678,16.99,1.108,2.731,9.665,30.364,557.435,108.621,1.425,14.914,,158.159,3.784,0.563,13.703,1.466,113.328,40.975,0.05,0.107,1.269,0.142,9.754,9.554,0.338,0.591,0.098,0.389,2.991,57.042,,"{""oneMedium"":144.15,""serving"":144.15,""ml"":1.0}",1.0,102751872,0
0bne5b1b,Huckleberry Pancakes,genericMeals,220.574,5.981,1.796,0.055,35.008,1.061,8.068,6.137,43.025,306.782,196.873,1.239,0.328,5.987,116.517,2.579,1.144,18.959,0.604,294.763,42.908,0.115,0.173,0.905,0.058,30.175,18.276,6.988,0.231,0.62,0.824,1.42,50.35,,"{""ml"":1.0}",1.0,111148556,4
0boysyeb,canned ripe red tomatoes,genericFoods,16.0,0.25,0.034,,3.47,1.9,2.55,0.79,0.0,115.0,33.0,0.57,12.6,,191.0,0.04,0.101,10.0,0.12,17.0,20.0,0.575,0.055,0.712,0.111,8.0,8.0,0.0,0.0,0.0,0.59,2.6,94.75,,"{""oneMedium"":117.18,""oneLarge"":164.0,""oneSmall"":82.0,""serving"":240.0,""can"":190.0,""tbsp"":15.0,""cup"":240.0}",1.014,402653183,0
0c0l8m1a,unbleached flour,genericFoods,364.0,0.98,0.155,,76.31,2.7,0.27,10.33,0.0,2.0,15.0,4.64,0.0,,107.0,0.087,0.413,22.0,0.7,108.0,0.0,0.785,0.494,5.904,0.044,291.0,29.0,154.0,0.0,0.0,0.23,0.3,11.92,,"{""serving"":200.0,""tbsp"":7.81,""cup"":125.0}",0.528,134217630,0
0cilhffa,Fried Calamari,genericMeals,215.836,12.286,1.543,0.059,16.235,0.938,1.315,9.722,112.296,221.642,58.529,1.053,5.909,0.011,188.393,7.372,2.676,23.877,0.951,158.622,24.043,0.101,0.257,1.793,0.073,30.512,12.331,10.7,0.641,0.158,2.732,7.398,60.009,,"{""oneMedium"":284.08,""serving"":284.08,""ml"":1.0}",1.0,102233608,124
0cng27ba,sweet potato leaves,genericFoods,42.0,0.51,0.111,,8.82,5.3,,2.49,0.0,6.0,78.0,0.97,11.0,,508.0,0.02,0.228,70.0,,81.0,189.0,0.156,0.345,1.13,0.19,1.0,1.0,0.0,0.0,0.0,,302.2,86.81,,"{""oneMedium"":16.0,""serving"":35.0,""leaf"":16.0,""cup"":35.0}",0.148,536870911,0
0cr11s3a,maida,genericFoods,364.0,0.98,0.155,,76.31,2.7,0.27,10.33,0.0,2.0,15.0,4.64,0.0,,107.0,0.087,0.413,22.0,0.7,108.0,0.0,0.785,0.494,5.904,0.044,291.0,29.0,154.0,0.0,0.0,0.06,0.3,11.92,,"{""cup"":125.0}",0.528,134217630,0
0cwh00jb,vegan chocolate,genericFoods,566.667,43.333,,,43.333,0.0,0.0,6.667,,7.343,1223.333,17.967,,,676.667,,,280.0,16.533,1646.667,,0.06,0.127,4.71,,,,,,,,,,,{},null,786431486,64
0cymoxra,Caramelized Carrots,genericMeals,110.754,5.99,2.88,0.152,14.557,2.221,10.557,0.936,11.58,144.252,34.224,0.411,6.029,6.899,253.882,2.29,0.427,11.057,0.209,30.634,636.677,0.053,0.049,0.76,0.111,15.923,15.923,0.0,0.011,0.078,0.844,15.457,77.504,,"{""cup"":260.21,""ml"":1.0}",1.05,111148781,74
0d6z5exb,Brioche Rolls,genericMeals,320.489,18.009,9.403,0.54,31.298,1.086,5.611,8.281,148.002,212.583,37.563,1.629,0.48,4.697,102.788,5.674,1.534,13.336,0.759,111.839,160.635,0.274,0.298,1.923,0.08,93.993,41.919,30.625,0.334,0.954,1.098,1.371,41.372,,"{""ml"":1.0}",1.0,111148044,256
0d71ejdb,Mexican,genericMeals,125.187,5.993,1.837,0.095,12.278,2.113,2.142,6.244,13.874,253.72,57.331,1.169,15.265,,247.263,2.593,0.949,29.954,0.915,107.266,31.531,0.127,0.094,1.846,0.155,29.953,21.139,5.187,0.189,0.067,0.776,6.858,73.905,,"{""oneMedium"":239.02,""serving"":239.02,""ml"":1.0}",1.0,102760065,56
0d7u0l1b,Sunshine Pimientos - Whole Pimientos,packagedFoods,21.134,0.0,0.0,0.0,3.381,0.845,1.691,0.845,0.0,118.349,126.803,0.913,40.577,,,,,,,,,,,,,,,,,,,,,,"{""serving"":118.29,""package"":118.29,""cup"":236.59}",1.0,935329791,0
0d9rsxub,Tzatziki Sauce,genericMeals,70.778,4.295,2.089,0.0,4.54,0.317,2.963,4.081,9.021,181.156,65.338,0.331,3.063,0.026,105.581,1.147,0.214,9.442,0.254,40.236,14.019,0.025,0.059,0.114,0.041,6.961,6.594,0.215,0.18,0.035,0.227,6.945,57.048,,"{""oneMedium"":213.42,""serving"":213.42,""ml"":1.0}",1.0,115343085,8
0dae6xxa,Fruit Crepe,genericMeals,134.747,4.94,2.061,0.063,18.904,1.602,6.936,4.427,46.573,102.198,74.982,0.876,9.724,2.987,158.694,1.856,0.67,18.594,0.542,94.563,57.56,0.089,0.158,0.65,0.073,26.445,17.86,5.04,0.212,0.482,0.599,2.21,67.953,,"{""oneMedium"":211.09,""serving"":211.09,""ml"":1.0}",1.0,111148556,58
0dmc2q3b,Creamy Orzo,genericMeals,147.385,6.092,3.09,0.0,17.955,1.317,1.813,5.534,15.232,145.161,67.353,0.618,3.444,,149.211,2.189,0.423,17.65,0.548,93.25,46.997,0.123,0.072,1.13,0.076,9.37,9.37,0.0,0.119,0.086,0.357,3.132,69.491,,"{""oneMedium"":271.62,""serving"":271.62,""ml"":1.0}",1.0,115342988,0
0drshnhb,Multi-grain Rolls,genericMeals,281.719,6.582,2.57,0.13,48.557,4.14,5.687,8.427,27.965,205.762,44.302,2.833,0.31,4.754,175.703,2.253,1.108,42.184,1.204,150.868,52.986,0.624,0.346,4.064,0.228,178.446,68.682,64.55,0.242,0.317,0.617,1.963,35.131,,"{""oneMedium"":78.02,""serving"":78.02}",null,111148556,12
0dvz4eba,"Lemonade, powder",genericFoods,376.0,1.05,0.151,,97.57,0.4,94.7,0.0,0.0,51.0,20.0,0.19,39.9,,147.0,0.111,0.457,247.0,0.1,4.0,0.0,0.015,0.0,0.13,0.026,6.0,6.0,0.0,0.0,0.0,0.14,0.0,1.43,,"{""serving"":18.0,""cup"":218.0}",0.921,113246206,48
0e1pcf7a,Parsley Hummus,genericMeals,231.311,14.204,1.959,0.0,20.509,5.205,3.637,7.565,0.741,230.91,83.231,2.777,21.853,,290.618,8.201,3.223,38.862,1.264,141.65,69.387,0.195,0.099,1.015,0.173,138.713,138.713,0.0,0.019,0.004,1.718,209.595,55.894,,"{""oneMedium"":123.29,""serving"":123.29,""ml"":1.0}",1.0,115212286,0
0e2vrdva,cloudberry,genericFoods,51.0,0.8,,,8.6,,,2.4,,,18.0,0.7,158.0,,,,,,,35.0,,0.05,0.07,0.9,,,,,,,,,87.0,,"{""serving"":79.0,""cup"":157.0}",0.664,1073741823,64
0e43z0za,impossible meat,genericFoods,212.389,12.389,7.08,,7.965,2.655,0.885,16.814,0.0,327.434,150.442,3.717,,0.885,539.823,,,,4.867,159.292,,24.956,0.354,4.69,0.354,101.77,,,2.655,,,,,,"{""oneMedium"":113.0,""cup"":224.0}",0.947,650116605,0
0e4nt3kb,Cornmeal Mush,genericMeals,45.185,0.214,0.027,0.0,9.703,0.476,0.197,0.868,0.0,132.253,3.069,0.534,0.0,,17.368,0.048,0.101,4.786,0.09,12.09,1.343,0.067,0.047,0.607,0.022,40.911,3.664,21.982,0.0,0.0,0.015,0.0,88.736,,"{""tbsp"":20.72,""ml"":1.0}",1.201,134217727,0
0e4v3s6b,Mediterranean Tabbouleh,genericMeals,140.393,4.243,0.603,0.001,22.037,2.691,1.525,4.194,4.086,148.726,26.892,1.006,11.42,,179.745,2.844,0.578,30.611,0.499,81.546,27.896,0.072,0.048,1.223,0.101,22.8,23.326,0.0,0.036,0.003,0.826,51.793,68.51,,"{""oneMedium"":174.83,""serving"":174.83,""ml"":1.0}",1.0,115343262,0
0e96if4b,Steelhead Trout,genericMeals,153.223,4.921,1.522,0.073,15.425,0.59,12.345,12.08,33.983,972.781,45.728,0.611,2.986,12.072,332.358,1.598,0.984,32.881,0.686,153.419,55.035,0.091,0.305,3.323,0.218,9.407,9.407,0.0,2.251,8.335,1.289,1.994,64.697,,"{""oneMedium"":223.18,""serving"":223.18,""ml"":1.0}",1.0,111081608,826
0efvziua,white bean,genericFoods,333.0,0.85,0.219,,60.27,15.2,2.11,23.36,0.0,16.0,240.0,10.44,0.0,,1795.0,0.074,0.364,190.0,3.67,301.0,0.0,0.437,0.146,0.479,0.318,388.0,388.0,0.0,0.0,0.0,0.21,5.6,11.32,,"{""oneMedium"":2.0,""can"":256.0,""tbsp"":12.6,""cup"":202.0}",0.853,671088638,0
0eu1l87b,Squash Chips,genericMeals,54.067,1.239,0.18,0.001,10.777,2.012,0.429,1.467,0.0,224.91,38.924,0.977,12.11,,325.368,0.728,0.233,32.175,0.309,38.819,89.932,0.472,0.377,2.812,0.501,20.071,20.071,8.664,0.281,0.0,0.316,6.651,84.982,,"{""oneMedium"":277.01,""serving"":277.01,""ml"":1.0}",1.0,115343359,0
0evikg1a,"Wine, non-alcoholic",genericFoods,6.0,0.0,0.0,,1.1,0.0,1.1,0.5,0.0,7.0,9.0,0.4,0.0,,88.0,0.0,0.0,10.0,0.08,15.0,0.0,0.0,0.01,0.1,0.02,1.0,1.0,0.0,0.0,0.0,0.0,0.0,98.2,,"{""floz"":29.0}",1.021,398458879,0
0eydqyaa,"Armour Lard , 128.0 oz",packagedFoods,922.635,99.952,46.132,0.0,0.0,0.0,0.0,0.0,76.886,0.0,0.0,0.0,0.0,,,38.443,11.533,,,,,,,,,,,,,,,,,,"{""serving"":13.01,""package"":3628.74,""tbsp"":13.01}",0.88,1042272241,0
0f1mr5pa,Barbecued Trout,genericMeals,139.858,6.54,1.474,0.061,2.371,0.212,1.49,16.861,49.735,253.654,25.93,0.388,4.652,,349.884,2.411,1.497,24.634,0.421,194.704,76.53,0.104,0.089,4.701,0.299,12.186,12.186,0.0,3.547,13.121,2.224,5.033,73.415,,"{""oneMedium"":473.79,""serving"":473.79,""ml"":1.0}",1.0,115341721,304
0fbvufxb,Japanese,genericMeals,196.344,12.095,2.226,0.055,8.319,1.398,2.634,10.236,33.611,314.833,89.331,0.903,7.885,0.689,206.195,6.189,2.974,31.114,0.745,141.885,22.561,0.109,0.158,3.362,0.277,26.808,19.664,4.544,0.15,0.11,2.128,25.905,65.481,,"{""oneMedium"":291.43,""serving"":291.43,""ml"":1.0}",1.0,34471313,307
0flkukab,Moroccan Salmon,genericMeals,153.052,9.727,2.076,0.011,4.416,0.955,2.216,11.969,31.261,141.682,13.591,0.487,14.983,0.642,303.281,3.45,2.578,21.914,0.316,148.739,29.466,0.14,0.107,5.141,0.418,25.356,25.356,0.0,1.801,0.004,2.423,13.543,72.636,,"{""oneMedium"":265.9,""serving"":265.9,""ml"":1.0}",1.0,111148025,66
0fme7g2b,DALLIES FONDANT,packagedFoods,439.0,14.04,12.28,0.0,80.7,0.0,70.18,0.0,0.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"{""serving"":57.0}",null,111148268,50
0fw28bqb,Seedless Grapes,fastFoods,70.548,0.0,0.0,0.0,17.637,0.0,14.11,0.0,0.0,0.0,0.0,0.0,21.164,,,,,,,,,,,,,,,,,,,,,,"{""serving"":28.35}",null,16777216,0
0g5pdvta,Parmesan Risotto,genericMeals,125.816,4.315,2.145,0.065,15.697,0.618,1.235,4.627,9.775,198.643,67.817,0.845,1.397,,100.765,1.588,0.309,10.848,0.445,74.065,35.074,0.102,0.075,1.584,0.083,55.655,6.543,28.853,0.079,0.065,0.184,5.276,73.804,,"{""oneMedium"":320.33,""serving"":320.33,""ml"":1.0}",1.0,101711584,2
0g6ocrqb,"Sherbet, orange",genericFoods,144.0,2.0,1.16,,30.4,1.3,24.32,1.1,1.0,46.0,54.0,0.14,2.3,24.32,96.0,0.53,0.08,8.0,0.48,40.0,12.0,0.027,0.097,0.063,0.023,4.0,4.0,0.0,0.13,0.0,0.01,0.0,66.1,,"{""cup"":148.0,""quart"":592.0,""oneMedium"":18.77,""serving"":148.0}",0.626,113245932,0
0gxfx0gb,tapioca pudding,genericFoods,130.0,3.88,0.962,,21.69,0.0,14.91,1.95,1.0,145.0,71.0,0.11,0.3,14.91,92.0,2.538,0.072,6.0,0.22,60.0,0.0,0.024,0.097,0.065,0.024,3.0,3.0,0.0,0.21,0.0,0.15,0.4,71.84,,"{""serving"":97.0}",null,111148780,0
0gxx2gfb,Jr Jack,fastFoods,229.787,10.638,3.546,0.709,23.404,1.418,4.255,9.929,20.567,431.206,,,,,173.759,,,,,,,,,,,,,,,,,,,,"{""serving"":141.0}",null,0,0
0h0069za,Plantain Pie,genericMeals,236.87,13.731,4.458,0.198,23.684,1.501,8.555,6.417,37.899,215.845,86.127,0.761,12.477,1.034,302.485,5.826,2.461,27.029,0.666,115.185,85.868,0.054,0.109,1.251,0.208,20.008,20.008,0.0,0.153,0.242,1.271,9.892,54.585,,"{""oneMedium"":133.99,""serving"":133.99,""ml"":1.0}",1.0,106946048,54
0h2hvj6a,lingcod liver,genericFoods,424.0,42.0,,,6.0,,,5.6,,,5.0,1.0,0.0,,,,,,,123.0,,0.22,,4.2,,,,,,,,,45.9,,"{""cup"":226.0}",0.955,1056963577,0
0h6or5da,Pecans - Pecans 16 Oz,packagedFoods,704.377,69.446,6.614,0.0,13.228,6.614,3.307,9.921,0.0,0.0,0.0,2.381,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,"{""serving"":30.24,""package"":453.59}",null,855638015,0
0h8rjcaa,cooked collard,genericFoods,33.0,0.72,0.047,,5.65,4.0,0.4,2.71,0.0,15.0,141.0,1.13,18.2,,117.0,0.026,0.173,21.0,0.23,32.0,380.0,0.04,0.106,0.575,0.128,16.0,16.0,0.0,0.0,0.0,0.88,406.6,90.18,,"{""serving"":85.0,""cup"":190.0}",0.803,402653183,0
0hjjhqib,roquefort cheese,genericFoods,369.0,30.64,19.263,,2.0,0.0,,21.54,90.0,1809.0,662.0,0.56,0.0,,91.0,8.474,1.32,30.0,2.08,392.0,294.0,0.04,0.586,0.734,0.124,49.0,49.0,0.0,0.64,,,,39.38,,"{""serving"":28.0,""package"":85.0}",null,788528877,2
0hw4unab,Oat Biscuits,genericMeals,411.898,19.706,9.815,0.944,53.605,3.813,18.209,7.216,41.961,122.876,76.486,1.828,0.258,15.898,191.861,6.032,2.398,64.052,1.281,228.775,112.583,0.231,0.089,0.804,0.078,25.079,21.991,1.814,0.071,0.34,0.826,4.101,18.069,,"{""oneMedium"":59.32,""serving"":59.32}",null,111148556,62
0hxg703b,Homemade Velveeta,genericMeals,269.78,21.629,12.672,0.617,2.733,0.0,1.932,16.123,65.702,370.505,443.706,0.157,0.267,,105.572,5.52,0.873,20.559,2.191,315.222,173.335,0.031,0.303,0.075,0.046,15.865,15.865,0.0,0.782,0.821,0.468,1.859,57.092,,"{""oneMedium"":77.31,""serving"":77.31,""ml"":1.0}",1.0,104853217,0
0hzy2w8b,under blade pot roast,genericFoods,202.0,13.93,5.896,0.846,0.0,0.0,0.0,19.15,66.0,76.0,12.0,2.13,0.0,,329.0,6.794,1.04,19.0,6.99,181.0,4.0,0.079,0.167,3.983,0.38,3.0,3.0,0.0,2.94,0.1,0.16,1.5,66.0,,"{""oneMedium"":949.0}",null,1056956401,0
0i5yxicb,Onions Boiler,packagedFoods,84.658,1.764,0.0,0.0,21.164,3.527,10.582,3.527,0.0,7.055,35.274,0.635,14.815,,310.411,,,,,,,,,,,,,,,,,,,,"{""serving"":28.35,""package"":453.59}",null,922746878,0
0ie8oq3b,"Pumpkin flowers, raw",genericFoods,15.0,0.07,0.036,,3.28,,,1.03,0.0,5.0,39.0,0.7,28.0,,173.0,0.009,0.004,24.0,,49.0,97.0,0.042,0.075,0.69,,59.0,59.0,0.0,0.0,0.0,,,95.15,,"{""oneMedium"":2.0,""cup"":33.0,""serving"":6.0}",0.139,536870911,0
0ihinlra,oat flour,genericFoods,404.0,9.12,1.607,,65.7,6.5,0.8,14.66,0.0,19.0,55.0,4.0,0.0,,371.0,2.866,3.329,144.0,3.2,452.0,0.0,0.692,0.125,1.474,0.125,32.0,32.0,0.0,0.0,0.0,0.7,3.2,8.55,,"{""cup"":104.0}",0.44,117440510,48
0iqxiqpa,Low-fat Moussaka,genericMeals,68.348,2.376,0.798,0.034,7.496,2.002,2.993,5.083,9.063,56.486,35.596,0.988,12.48,,280.732,1.09,0.289,16.846,0.875,71.694,21.797,0.072,0.086,1.301,0.157,32.201,31.969,0.137,0.3,0.022,0.779,5.386,84.093,,"{""oneMedium"":461.98,""serving"":461.98,""ml"":1.0}",1.0,106946273,8
0irx4f9b,Prawn Cutlet,genericMeals,158.664,8.816,1.819,0.032,12.554,1.833,1.816,7.972,69.19,309.12,60.023,1.368,22.267,0.022,215.527,4.403,2.143,25.908,0.751,140.542,40.704,0.113,0.095,1.486,0.191,32.803,22.182,6.262,0.466,0.167,1.68,8.929,69.252,,"{""oneMedium"":166.41,""serving"":166.41,""ml"":1.0}",1.0,102741785,52
0iuc8vha,Jam Bars,genericMeals,409.096,17.736,6.977,1.536,59.165,2.255,29.829,4.519,23.199,160.26,49.319,1.258,2.916,29.459,124.686,5.954,2.803,34.665,0.569,122.639,68.933,0.134,0.094,0.702,0.033,30.49,13.764,9.831,0.022,0.159,1.042,7.055,17.36,,"{""oneMedium"":119.73,""serving"":119.73}",null,44039692,5
0iwsztva,Mirliton Relish,genericMeals,23.023,0.14,0.031,0.0,5.138,1.694,2.168,0.881,0.0,11.59,18.664,0.374,22.284,,139.602,0.01,0.052,11.502,0.54,20.34,15.391,0.032,0.034,0.447,0.104,68.818,68.818,0.0,0.0,0.0,0.25,13.809,93.248,,"{""oneMedium"":323.59,""serving"":323.59,""ml"":1.0}",1.0,402653183,0
0ixrqnqa,Lemonade Pie,genericMeals,266.837,13.773,6.824,0.031,32.427,0.39,23.574,4.223,33.8,181.841,118.515,0.605,1.43,3.681,170.811,5.318,0.72,16.533,0.593,138.02,90.277,0.069,0.187,0.623,0.04,21.082,7.822,7.816,0.224,0.256,0.506,4.117,48.426,,"{""slice"":156.28,""ml"":1.0}",1.0,111148684,2
0j0glfua,Edamame Dip,genericMeals,171.118,12.216,1.536,0.005,10.518,3.916,1.806,6.775,0.301,211.163,54.061,1.862,10.714,0.026,374.913,7.219,1.787,44.168,0.946,104.721,9.163,0.118,0.123,0.604,0.112,170.235,170.232,0.001,0.009,0.002,1.799,40.883,68.886,,"{""oneMedium"":158.62,""serving"":158.62,""ml"":1.0}",1.0,115211775,320
0j7hwyza,Chimichurri Vinaigrette,fastFoods,518.519,55.556,11.111,,7.407,3.704,0.0,0.0,0.0,666.667,,,,,,,,,,,,,,,,,,,,,,,,,"{""serving"":27.0}",null,134217729,0
0jad7ptb,Stuffed Quail,genericMeals,163.749,10.605,4.209,0.148,5.582,0.851,1.213,8.713,55.929,245.508,31.817,2.099,5.244,,204.455,3.785,1.596,17.744,1.165,128.977,212.24,0.135,0.178,3.043,0.265,19.71,16.451,1.91,0.715,0.184,0.315,23.561,72.867,,"{""oneMedium"":273.0,""serving"":273.0,""ml"":1.0}",1.0,101699073,62
0jfwguxb,oat bread,genericFoods,236.0,4.4,0.697,,39.8,4.5,7.7,10.4,0.0,353.0,65.0,3.12,0.0,,147.0,1.59,1.694,35.0,0.89,141.0,2.0,0.504,0.346,4.831,0.073,120.0,25.0,56.0,0.0,0.0,0.44,1.2,44.0,,"{""serving"":30.0,""slice"":30.0,""cup"":60.0}",0.254,111148958,0
0jh12qwb,Pork Chimichurri,genericMeals,226.297,16.863,2.881,0.027,2.637,1.306,0.196,16.182,49.372,231.419,47.443,1.981,5.893,,366.92,11.265,1.977,29.809,1.558,194.193,31.122,0.757,0.279,5.231,0.633,11.275,11.275,0.0,0.395,0.228,2.72,87.585,62.773,,"{""oneMedium"":109.48,""serving"":109.48,""ml"":1.0}",1.0,375377905,0
0jqpl2lb,FRYING CHEESE SEMI-SOFT CHEESE,packagedFoods,321.0,28.57,17.86,,3.57,0.0,0.0,21.43,89.0,1000.0,714.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"{""serving"":28.0}",null,251657965,2
0jwq8n0b,Grilled Peppers,genericMeals,62.7,3.954,0.687,0.004,5.871,1.676,3.132,1.303,1.573,149.385,20.959,0.457,99.58,0.153,187.004,2.444,0.604,11.427,0.228,29.907,79.03,0.048,0.057,0.731,0.228,26.919,26.919,0.0,0.014,0.011,1.367,10.851,87.849,,"{""oneMedium"":177.74,""serving"":177.74,""ml"":1.0}",1.0,115343357,64
0jylhtwa,Cajun-style Catfish,genericMeals,104.088,6.072,2.013,0.088,2.897,0.956,1.327,9.557,35.292,114.307,36.067,0.638,32.02,,272.851,2.525,0.836,18.051,0.413,136.816,37.416,0.124,0.085,1.522,0.162,11.989,11.989,0.0,1.617,0.148,0.945,5.7,81.158,,"{""oneMedium"":306.83,""serving"":306.83,""ml"":1.0}",1.0,115309289,0
0jzpkueb,Poppyseed Dressing,genericMeals,536.727,46.645,3.844,0.174,30.973,0.469,30.07,0.507,1.506,230.762,34.138,0.337,0.734,29.716,33.301,28.673,13.37,9.094,0.198,22.83,0.752,0.022,0.013,0.05,0.011,2.881,2.881,0.0,0.005,0.015,7.629,27.33,19.552,,"{""oneMedium"":112.3,""serving"":112.3,""ml"":1.0}",1.0,111083132,76
0k0q6r9a,dried mint,genericFoods,285.0,6.03,1.577,,52.04,29.8,,19.93,0.0,344.0,1488.0,87.47,0.0,,1924.0,0.21,3.257,602.0,2.41,276.0,529.0,0.288,1.421,6.561,2.579,530.0,530.0,0.0,0.0,0.0,,,11.3,,"{""serving"":0.5,""tsp"":0.5,""tbsp"":1.6}",0.105,1056964606,0
0k4iqvnb,maple syrup,genericFoods,260.0,0.06,0.007,,67.04,0.0,60.46,0.04,0.0,12.0,102.0,0.11,0.0,60.46,212.0,0.011,0.017,21.0,1.47,2.0,0.0,0.066,1.27,0.081,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.39,,"{""oneMedium"":6.67,""serving"":83.0,""splash"":6.67,""tsp"":6.56,""tbsp"":20.0,""cup"":315.0}",1.338,398458878,0
0kcgdm3a,Grilled Scallops,genericMeals,118.842,5.97,1.866,0.099,6.865,0.678,0.789,9.419,23.005,362.832,16.631,0.661,5.134,0.206,219.695,2.811,0.849,26.698,0.913,246.831,39.308,0.029,0.045,0.95,0.106,22.697,22.697,0.0,0.998,0.047,0.72,30.351,76.008,,"{""oneMedium"":163.98,""serving"":163.98,""ml"":1.0}",1.0,106427529,1402
0ketrpdb,poached egg,genericFoods,143.0,9.47,3.113,0.038,0.71,0.0,0.37,12.51,370.0,297.0,56.0,1.75,0.0,,138.0,3.643,1.904,12.0,1.29,197.0,160.0,0.032,0.387,0.063,0.144,35.0,35.0,0.0,0.71,2.0,1.04,0.3,75.85,,"{""oneMedium"":40.0,""oneLarge"":50.0,""serving"":40.0}",null,922746749,0
0krqhovb,Apple Pockets,genericMeals,227.161,7.638,3.261,0.079,36.851,2.086,10.652,3.21,8.755,144.262,20.073,1.231,1.082,6.467,90.029,2.68,0.95,10.319,0.3,44.562,20.121,0.224,0.142,1.617,0.042,79.271,20.369,34.955,0.021,0.08,0.191,1.128,51.647,,"{""oneMedium"":84.27,""serving"":84.27,""ml"":1.0}",1.0,111148684,0
0kuzhrga,Grilled Flatbread,genericMeals,270.93,6.88,1.484,0.008,43.431,2.22,2.056,8.393,6.364,311.638,47.78,2.62,0.567,0.379,118.439,3.704,1.119,22.025,0.802,99.351,11.495,0.51,0.301,4.074,0.082,164.139,44.74,70.195,0.098,0.027,0.873,6.09,39.95,,"{""oneMedium"":98.88,""serving"":98.88}",null,111148684,10
0l2rtomb,Homemade Crackers,genericMeals,328.85,16.076,5.682,0.295,37.744,3.757,1.102,9.262,22.025,273.273,122.481,2.024,0.223,0.66,143.054,5.791,2.938,45.973,1.277,186.199,62.946,0.448,0.336,3.089,0.253,69.694,26.862,29.514,0.24,5.83,1.748,5.561,35.144,,"{""oneMedium"":62.68,""serving"":62.68,""ml"":1.0}",1.0,111017612,122
0ld88uga,Herbed Focaccia,genericMeals,268.715,7.962,1.26,0.0,41.755,2.277,1.009,7.167,0.08,328.358,42.31,2.72,0.529,0.555,94.81,4.837,1.355,22.429,0.677,78.445,2.435,0.48,0.282,4.064,0.056,204.95,35.736,99.474,0.002,0.001,1.167,12.144,41.831,,"{""oneMedium"":87.49,""serving"":87.49}",null,111148958,2
0lhtdpqb,Marshmallow Witches,genericMeals,450.759,22.227,9.857,0.004,64.043,3.376,49.873,5.314,2.232,223.492,38.127,2.194,0.187,43.598,243.663,7.871,3.526,57.071,1.012,107.76,5.921,0.095,0.142,1.837,0.046,31.945,20.248,6.82,0.093,0.0,0.506,5.056,6.936,,"{""oneMedium"":76.45,""serving"":76.45}",null,69205504,0
0lmisf3b,Cherry Compote,genericMeals,106.386,0.275,0.106,0.0,24.784,1.485,21.727,0.825,0.473,23.441,13.972,0.324,8.432,13.17,161.663,0.068,0.043,8.772,0.086,17.468,4.685,0.026,0.037,0.161,0.039,4.9,4.9,0.0,0.003,0.002,0.067,1.387,72.527,,"{""tbsp"":20.72,""ml"":1.0}",1.201,128974846,0
